workerid,strangedescription,trial_type,actual_utterance,actual_effect_question,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,rt,cause,response,other_gender,slide_number_in_experiment
35,All books should have burnt.,cause_effect_prior,"""Some of the books burnt.""",Do you think Helen is describing a normal event?,Kenneth,object_mid,M,15,books,burnt,Kenneth threw  15 books  into a fire.,Some,26225,threw __ into a fire,no,F,21
35,,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Do you think Ronald is describing a normal event?,Ryan,object_mid,M,15,cakes,stuck to the wall,Ryan threw  15 cakes  against a wall.,Some,6439,threw __ against a wall,yes,M,22
35,,cause_effect_prior,"""Some of the notebooks landed flat.""",Do you think Edward is describing a normal event?,Benjamin,object_low,M,15,notebooks,landed flat,Benjamin tossed  15 notebooks.,Some,5592,tossed __,yes,M,23
35,Some or all should have rolled.,cause_effect_prior,"""None of the shopping carts rolled.""",Do you think Richard is describing a normal event?,Brian,object_mid,M,15,shopping carts,rolled,Brian pushed  15 shopping carts.,None,30398,pushed __,no,M,24
35,,cause_effect_prior,"""Why does Lucy always leave her stuff in the driveway?""",Do you think Emma is describing a normal event?,Lisa,object_mid,F,15,boxes,broke,Lisa ran  15 boxes  over with a car.,long_filler,4494,ran __ over with a car,yes,F,25
35,,cause_effect_prior,"""So many parts need to work for us to not die.""",Do you think David is describing a normal event?,Jacob,object_low,M,15,bicycles,stopped,Jacob pressed the brakes on  15 bicycles.,long_filler,6576,pressed the brakes on __,yes,M,26
35,,cause_effect_prior,"""All of the oreos dissolved.""",Do you think Gary is describing a normal event?,Jason,object_mid,M,15,oreos,dissolved,Jason put  15 oreos  in a bucket of water.,All,3796,put __ in a bucket of water,yes,M,27
35,,cause_effect_prior,"""Some of the old cars beeped.""",Do you think Laura is describing a normal event?,Janet,object_mid,F,15,old cars,beeped,Janet left the lights on in  15 old cars.,Some,5002,left the lights on in __,yes,F,28
35,,cause_effect_prior,"""Some of the shoes ripped.""",Do you think Anna is describing a normal event?,Stephanie,object_low,F,15,shoes,ripped,Stephanie used  15 shoes  as dog toys.,Some,3122,used __ as dog toys,yes,F,29
35,,cause_effect_prior,"""Some of the lawyers laughed.""",Do you think Diane is describing a normal event?,Ruth,object_low,F,15,lawyers,laughed,Ruth told a joke to  15 lawyers.,Some,3326,told a joke to __,yes,F,30
35,,cause_effect_prior,"""I should start growing those myself.""",Do you think Mark is describing a normal event?,Robert,object_high,M,15,clovers,were green,Robert saw  15 clovers.,long_filler,3540,saw __,yes,M,31
35,,cause_effect_prior,"""Pretty normal.""",Do you think Larry is describing a normal event?,Angela,object_high,F,15,taxi drivers,honked,Angela cut off  15 taxi drivers.,short_filler,2855,cut off __,yes,M,32
36,You would have to be very strong to push 15 shopping carts without them rolling.,cause_effect_prior,"""None of the shopping carts rolled.""",Do you think Samuel is describing a normal event?,Paul,object_mid,M,15,shopping carts,rolled,Paul pushed  15 shopping carts.,None,81644,pushed __,no,M,3
36,,cause_effect_prior,"""Some of the hats blew away.""",Do you think Nancy is describing a normal event?,Carolyn,object_mid,F,15,hats,blew away,Carolyn left  15 hats  on a table on a windy day.,Some,13400,left __ on a table on a windy day,yes,F,4
36,Soda cans do not normally go into a compost pile.,cause_effect_prior,"""What a great way to reduce trash.""",Do you think Carol is describing a normal event?,Christopher,object_low,M,15,soda cans,decomposed,Christopher put  15 soda cans  in a compost pile for a month.,long_filler,43784,put __ in a compost pile for a month,no,F,5
36,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Rachel is describing a normal event?,Susan,object_high,F,15,cameras,flashed,Susan took a picture with  15 cameras.,short_filler,33968,took a picture with __,yes,F,6
36,,cause_effect_prior,"""I love throwing stuff, too.""",Do you think Ashley is describing a normal event?,Justin,object_mid,M,15,pancakes,landed flat,Justin tossed  15 pancakes.,long_filler,12097,tossed __,yes,F,7
36,,cause_effect_prior,"""Some of the laptops ran out of batteries.""",Do you think Brenda is describing a normal event?,Anthony,object_high,M,15,laptops,ran out of batteries,Anthony left  15 laptops  on (and unplugged) all day.,Some,9866,left __ on (and unplugged) all day,yes,F,8
36,What are the odds of any bikes (out of 15) having a horn to honk.,cause_effect_prior,"""Some of the bicyclists honked.""",Do you think Edward is describing a normal event?,Matthew,object_low,M,15,bicyclists,honked,Matthew cut off  15 bicyclists.,Some,46213,cut off __,no,M,9
36,I have never seen a dog eat seeds never mind 15 out of 15.,cause_effect_prior,"""All of the dogs ate the seeds.""",Do you think Brandon is describing a normal event?,Kevin,object_low,M,15,dogs,ate the seeds,Kevin left seeds out for  15 dogs.,All,56867,left seeds out for __,no,M,10
36,15 pairs of sunglasses in the driveway... not normal.,cause_effect_prior,"""Why does Lucy always leave her stuff in the driveway?""",Do you think Lisa is describing a normal event?,Larry,object_high,M,15,sunglasses,broke,Larry ran  15 sunglasses  over with a car.,long_filler,53427,ran __ over with a car,no,F,11
36,Very slim odds that none out of 15 cars stopped.,cause_effect_prior,"""None of the cars stopped.""",Do you think Amanda is describing a normal event?,Brian,object_high,M,15,cars,stopped,Brian pressed the brakes on  15 cars.,None,44521,pressed the brakes on __,no,F,12
36,,cause_effect_prior,"""All of the shirts ripped.""",Do you think John is describing a normal event?,Michael,object_mid,M,15,shirts,ripped,Michael used  15 shirts  as dog toys.,All,9182,used __ as dog toys,yes,M,13
36,,cause_effect_prior,"""There are people starving in the world.""",Do you think Dennis is describing a normal event?,Daniel,object_high,M,15,sugar cubes,dissolved,Daniel put  15 sugar cubes  in a bucket of water.,long_filler,71862,put __ in a bucket of water,yes,M,14
36,,cause_effect_prior,"""Some of the flashlights lit up.""",Do you think Sarah is describing a normal event?,Michelle,object_high,F,15,flashlights,lit up,Michelle pressed the &quotecharon&quotechar button on  15 flashlights.,Some,8048,pressed the &quotecharon&quotechar button on __,yes,F,15
36,15 mirrors in the sun is not normal or typical.,cause_effect_prior,"""Typical.""",Do you think James is describing a normal event?,Karen,object_high,F,15,mirrors,reflected the sunlight,Karen placed  15 mirrors  in the sun.,short_filler,38017,placed __ in the sun,no,M,16
36,"Crayons melt, pencils don&quotechart.",cause_effect_prior,"""Some of the pencils melted.""",Do you think Janet is describing a normal event?,Heather,object_low,F,15,pencils,melted,Heather left  15 pencils  in the hot sun.,Some,30248,left __ in the hot sun,no,F,17
36,,cause_effect_prior,"""None of the shelves fell down.""",Do you think Deborah is describing a normal event?,Amy,object_low,F,15,shelves,fell down,Amy punched  15 shelves.,None,11599,punched __,yes,F,18
36,You would think at least one of the stickers would stick.,cause_effect_prior,"""None of the stickers stuck.""",Do you think Ruth is describing a normal event?,Joyce,object_high,F,15,stickers,stuck,Joyce glued  15 stickers  to a piece of paper.,None,32903,glued __ to a piece of paper,no,F,19
36,I don&quotechart see see where soap in the freezer has anything to do with grandma.,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Thomas is describing a normal event?,Jessica,object_low,F,15,bottles of hand soap,froze,Jessica put  15 bottles of hand soap  in the freezer.,long_filler,53242,put __ in the freezer,no,M,20
36,,cause_effect_prior,"""Some of the balloons sank.""",Do you think Dorothy is describing a normal event?,Emily,object_low,F,15,balloons,sank,Emily threw  15 balloons  into a pool.,Some,7298,threw __ into a pool,yes,F,21
36,It would be a lot of trouble to write 15 novels without one Z.,cause_effect_prior,"""None of the novels had the letter Z in them.""",Do you think Melissa is describing a normal event?,Raymond,object_high,M,15,novels,had the letter Z in them,Raymond wrote  15 novels.,None,47681,wrote __,no,F,22
36,,cause_effect_prior,"""Some of the bubbles popped.""",Do you think Ronald is describing a normal event?,Virginia,object_high,F,15,bubbles,popped,Virginia poked  15 bubbles  with a pin.,Some,7603,poked __ with a pin,yes,M,23
36,,cause_effect_prior,"""Some of the kids laughed.""",Do you think Benjamin is describing a normal event?,Anna,object_high,F,15,kids,laughed,Anna told a joke to  15 kids.,Some,7431,told a joke to __,yes,M,24
36,,cause_effect_prior,"""Nothing surprising there.""",Do you think Patrick is describing a normal event?,Andrew,object_low,M,15,candles,exploded,Andrew lit  15 candles.,short_filler,8533,lit __,yes,M,25
36,I do not see a relationship between leaving the lights on and beeping.,cause_effect_prior,"""Some of the new cars beeped.""",Do you think Samantha is describing a normal event?,Linda,object_high,F,15,new cars,beeped,Linda left the lights on in  15 new cars.,Some,54914,left the lights on in __,no,F,26
36,,cause_effect_prior,"""All of the white tablecloths got stained.""",Do you think Robert is describing a normal event?,Helen,object_low,F,15,white tablecloths,got stained,Helen spilled red nail polish on  15 white tablecloths.,All,11733,spilled red nail polish on __,yes,M,27
36,,cause_effect_prior,"""All of the pieces of gum stuck to the wall.""",Do you think Margaret is describing a normal event?,Jerry,object_high,M,15,pieces of gum,stuck to the wall,Jerry threw  15 pieces of gum  against a wall.,All,10882,threw __ against a wall,yes,F,28
36,,cause_effect_prior,"""Some of the eggs exploded.""",Do you think Charles is describing a normal event?,Rebecca,object_high,F,15,eggs,exploded,Rebecca heated up  15 eggs  in a microwave.,Some,8021,heated up __ in a microwave,yes,M,29
36,,cause_effect_prior,"""All of the strawberries were green.""",Do you think Angela is describing a normal event?,Emily,object_low,F,15,strawberries,were green,Emily saw  15 strawberries.,All,16229,saw __,yes,F,30
36,,cause_effect_prior,"""As usual.""",Do you think Jason is describing a normal event?,Cynthia,object_high,F,15,limericks,rhymed,Cynthia wrote  15 limericks.,short_filler,12066,wrote __,yes,M,31
36,Might be normal but probably not.,cause_effect_prior,"""Pretty normal.""",Do you think Donald is describing a normal event?,Gregory,object_high,M,15,matches,burnt,Gregory threw  15 matches  into a fire.,short_filler,35220,threw __ into a fire,no,M,32
37,,cause_effect_prior,"""All of the beads stuck.""",Do you think Heather is describing a normal event?,Shirley,object_low,F,15,beads,stuck,Shirley glued  15 beads  to a piece of paper.,All,10854,glued __ to a piece of paper,yes,F,3
37,"Running over 15 logs would damage a car pretty badly. I don&quotechart see how that could be ""as usual"". Kathleen is probably being sarcastic.",cause_effect_prior,"""As usual.""",Do you think Kathleen is describing a normal event?,Justin,object_low,M,15,logs,broke,Justin ran  15 logs  over with a car.,short_filler,46686,ran __ over with a car,no,F,4
37,,cause_effect_prior,"""None of the cd-players lit up.""",Do you think Nicholas is describing a normal event?,Sandra,object_low,F,15,cd-players,lit up,Sandra pressed the &quotecharon&quotechar button on  15 cd-players.,None,14948,pressed the &quotecharon&quotechar button on __,yes,M,5
37,,cause_effect_prior,"""All of the gas tanks exploded.""",Do you think Benjamin is describing a normal event?,Frank,object_high,M,15,gas tanks,exploded,Frank lit  15 gas tanks.,All,9260,lit __,yes,M,6
37,"People generally don&quotechart ""normally"" go around punching shelves.",cause_effect_prior,"""Pretty normal.""",Do you think Carol is describing a normal event?,Julie,object_low,F,15,shelves,fell down,Julie punched  15 shelves.,short_filler,26304,punched __,no,F,7
37,,cause_effect_prior,"""Some of the laptops ran out of batteries.""",Do you think Joyce is describing a normal event?,Paul,object_high,M,15,laptops,ran out of batteries,Paul left  15 laptops  on (and unplugged) all day.,Some,8196,left __ on (and unplugged) all day,yes,F,8
37,,cause_effect_prior,"""None of the rocks burnt.""",Do you think Tyler is describing a normal event?,Brian,object_low,M,15,rocks,burnt,Brian threw  15 rocks  into a fire.,None,9035,threw __ into a fire,yes,M,9
37,,cause_effect_prior,"""Some of the comedians laughed.""",Do you think Patrick is describing a normal event?,Jonathan,object_mid,M,15,comedians,laughed,Jonathan told a joke to  15 comedians.,Some,7315,told a joke to __,yes,M,10
37,,cause_effect_prior,"""Some of the banana peels decomposed.""",Do you think Donald is describing a normal event?,Kimberly,object_high,F,15,banana peels,decomposed,Kimberly put  15 banana peels  in a compost pile for a month.,Some,7761,put __ in a compost pile for a month,yes,M,11
37,,cause_effect_prior,"""I just wish the weather was better.""",Do you think Amy is describing a normal event?,John,object_low,M,15,backpacks,blew away,John left  15 backpacks  on a table on a windy day.,long_filler,8310,left __ on a table on a windy day,yes,F,12
37,,cause_effect_prior,"""All of the motorcycles stopped.""",Do you think Jason is describing a normal event?,William,object_mid,M,15,motorcycles,stopped,William pressed the brakes on  15 motorcycles.,All,8289,pressed the brakes on __,yes,M,13
37,,cause_effect_prior,"""Everyone with the selfie craze these days.""",Do you think Gary is describing a normal event?,Jack,object_high,M,15,cameras,flashed,Jack took a picture with  15 cameras.,long_filler,11450,took a picture with __,yes,M,14
37,,cause_effect_prior,"""Typical.""",Do you think Christina is describing a normal event?,Sarah,object_high,F,15,eggs,exploded,Sarah heated up  15 eggs  in a microwave.,short_filler,7084,heated up __ in a microwave,yes,F,15
37,,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Do you think Melissa is describing a normal event?,Ruth,object_mid,F,15,cakes,stuck to the wall,Ruth threw  15 cakes  against a wall.,Some,11684,threw __ against a wall,yes,F,16
37,,cause_effect_prior,"""Some of the birthday cards had the letter Z in them.""",Do you think Samuel is describing a normal event?,Alexander,object_low,M,15,birthday cards,had the letter Z in them,Alexander wrote  15 birthday cards.,Some,7707,wrote __,yes,M,17
37,,cause_effect_prior,"""None of the pancakes landed flat.""",Do you think Diane is describing a normal event?,Donna,object_mid,F,15,pancakes,landed flat,Donna tossed  15 pancakes.,None,10596,tossed __,yes,F,18
37,,cause_effect_prior,"""Why always the red?""",Do you think George is describing a normal event?,Michael,object_low,M,15,white tablecloths,got stained,Michael spilled red nail polish on  15 white tablecloths.,long_filler,12161,spilled red nail polish on __,yes,M,19
37,,cause_effect_prior,"""That&quotechars not very good for the environment.""",Do you think Scott is describing a normal event?,Jerry,object_high,M,15,new cars,beeped,Jerry left the lights on in  15 new cars.,long_filler,8974,left the lights on in __,yes,M,20
37,,cause_effect_prior,"""Some of the mirrors reflected the sunlight.""",Do you think Rebecca is describing a normal event?,Gregory,object_high,M,15,mirrors,reflected the sunlight,Gregory placed  15 mirrors  in the sun.,Some,10007,placed __ in the sun,yes,F,21
37,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Steven is describing a normal event?,Robert,object_mid,M,15,shopping carts,rolled,Robert pushed  15 shopping carts.,short_filler,9256,pushed __,yes,M,22
37,I don&quotechart think the oreos would dissolve right away in regular water. Maybe if they sat in water for weeks that would happen.,cause_effect_prior,"""All of the oreos dissolved.""",Do you think Stephanie is describing a normal event?,Brandon,object_mid,M,15,oreos,dissolved,Brandon put  15 oreos  in a bucket of water.,All,48625,put __ in a bucket of water,no,F,23
37,I would think that all of the balloons would pop instead of just some of them.,cause_effect_prior,"""Some of the balloons popped.""",Do you think Thomas is describing a normal event?,Kenneth,object_mid,M,15,balloons,popped,Kenneth poked  15 balloons  with a pin.,Some,26972,poked __ with a pin,no,M,24
37,,cause_effect_prior,"""All of the butterflies ate the seeds.""",Do you think Larry is describing a normal event?,Timothy,object_mid,M,15,butterflies,ate the seeds,Timothy left seeds out for  15 butterflies.,All,4973,left seeds out for __,yes,M,25
37,Anyone with a dog will tell you that a book left for a dog to play with will wind up destroyed.,cause_effect_prior,"""None of the books ripped.""",Do you think Laura is describing a normal event?,Edward,object_high,M,15,books,ripped,Edward used  15 books  as dog toys.,None,28859,used __ as dog toys,no,F,26
37,,cause_effect_prior,"""Nothing surprising there.""",Do you think Carolyn is describing a normal event?,Dennis,object_mid,M,15,crayons,melted,Dennis left  15 crayons  in the hot sun.,short_filler,6167,left __ in the hot sun,yes,F,27
37,,cause_effect_prior,"""Some of the limericks rhymed.""",Do you think Ryan is describing a normal event?,Jennifer,object_high,F,15,limericks,rhymed,Jennifer wrote  15 limericks.,Some,6558,wrote __,yes,M,28
37,Are strawberries ever green? I don&quotechart know. I thought they just went mushy when they went bad. Are they green before they&quotecharre ripe? I don&quotechart know.,cause_effect_prior,"""Some of the strawberries were green.""",Do you think Angela is describing a normal event?,Ronald,object_low,M,15,strawberries,were green,Ronald saw  15 strawberries.,Some,38933,saw __,no,F,29
37,"Maybe Anthony plans to stick his grandma in the freezer, but I don&quotechart see how that connects to putting hand soap in a freezer.",cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Anthony is describing a normal event?,Kevin,object_low,M,15,bottles of hand soap,froze,Kevin put  15 bottles of hand soap  in the freezer.,long_filler,44776,put __ in the freezer,no,M,30
37,I don&quotechart think marbles can float.,cause_effect_prior,"""None of the marbles sank.""",Do you think Emma is describing a normal event?,Brenda,object_high,F,15,marbles,sank,Brenda threw  15 marbles  into a pool.,None,10399,threw __ into a pool,no,F,31
37,,cause_effect_prior,"""Some of the bicyclists honked.""",Do you think Joshua is describing a normal event?,Daniel,object_low,M,15,bicyclists,honked,Daniel cut off  15 bicyclists.,Some,4895,cut off __,yes,M,32
38,taking pictures with 15 phones,cause_effect_prior,"""Everyone with the selfie craze these days.""",Do you think Joseph is describing a normal event?,Elizabeth,object_mid,F,15,phones,flashed,Elizabeth took a picture with  15 phones.,long_filler,32814,took a picture with __,no,M,3
38,putting 15 sugar cubes in water is not normal,cause_effect_prior,"""Nothing surprising there.""",Do you think William is describing a normal event?,Helen,object_high,F,15,sugar cubes,dissolved,Helen put  15 sugar cubes  in a bucket of water.,short_filler,32011,put __ in a bucket of water,no,M,4
38,,cause_effect_prior,"""Some of the lawyers laughed.""",Do you think Samantha is describing a normal event?,Angela,object_low,F,15,lawyers,laughed,Angela told a joke to  15 lawyers.,Some,16029,told a joke to __,yes,F,5
38,placing 15 diamonds in the sun is not normal or possible!,cause_effect_prior,"""Some of the diamonds reflected the sunlight.""",Do you think Jerry is describing a normal event?,Christina,object_mid,F,15,diamonds,reflected the sunlight,Christina placed  15 diamonds  in the sun.,Some,28672,placed __ in the sun,no,M,6
38,,cause_effect_prior,"""As usual.""",Do you think Ruth is describing a normal event?,Sandra,object_mid,F,15,pinecones,decomposed,Sandra put  15 pinecones  in a compost pile for a month.,short_filler,12372,put __ in a compost pile for a month,yes,F,7
38,what about the motorcycles that didn&quotechart stop. what happened to cynthia?,cause_effect_prior,"""Some of the motorcycles stopped.""",Do you think Amanda is describing a normal event?,Cynthia,object_mid,F,15,motorcycles,stopped,Cynthia pressed the brakes on  15 motorcycles.,Some,49900,pressed the brakes on __,no,F,8
38,why would someone leave the lights on in 15 houses,cause_effect_prior,"""That&quotechars not very good for the environment.""",Do you think Karen is describing a normal event?,Rachel,object_low,F,15,houses,beeped,Rachel left the lights on in  15 houses.,long_filler,26111,left the lights on in __,no,F,9
38,,cause_effect_prior,"""Some of the hats blew away.""",Do you think Patrick is describing a normal event?,Andrew,object_mid,M,15,hats,blew away,Andrew left  15 hats  on a table on a windy day.,Some,14044,left __ on a table on a windy day,yes,M,10
38,,cause_effect_prior,"""All of the sunglasses broke.""",Do you think Gary is describing a normal event?,Carolyn,object_high,F,15,sunglasses,broke,Carolyn ran  15 sunglasses  over with a car.,All,14028,ran __ over with a car,yes,M,11
38,"why throw cakes against a wall, not a normal event",cause_effect_prior,"""What a strange thing to do.""",Do you think Betty is describing a normal event?,Virginia,object_mid,F,15,cakes,stuck to the wall,Virginia threw  15 cakes  against a wall.,long_filler,33569,threw __ against a wall,no,F,12
38,spilling red nail polish on 15 shirts,cause_effect_prior,"""Pretty normal.""",Do you think Amy is describing a normal event?,Ryan,object_mid,M,15,white shirts,got stained,Ryan spilled red nail polish on  15 white shirts.,short_filler,27596,spilled red nail polish on __,no,F,13
38,,cause_effect_prior,"""Some of the birthday cards had the letter Z in them.""",Do you think Joshua is describing a normal event?,Ronald,object_low,M,15,birthday cards,had the letter Z in them,Ronald wrote  15 birthday cards.,Some,11239,wrote __,yes,M,14
38,,cause_effect_prior,"""All of the shirts ripped.""",Do you think Rebecca is describing a normal event?,Jason,object_mid,M,15,shirts,ripped,Jason used  15 shirts  as dog toys.,All,11911,used __ as dog toys,yes,F,15
38,the toy cars should have rolled,cause_effect_prior,"""None of the toy cars rolled.""",Do you think Stephanie is describing a normal event?,Brenda,object_low,F,15,toy cars,rolled,Brenda pushed  15 toy cars.,None,20646,pushed __,no,F,16
38,,cause_effect_prior,"""All of the bottles of hand soap froze.""",Do you think Shirley is describing a normal event?,Kathleen,object_low,F,15,bottles of hand soap,froze,Kathleen put  15 bottles of hand soap  in the freezer.,All,9510,put __ in the freezer,yes,F,17
38,why cut off 15 bicyclists.  ,cause_effect_prior,"""Typical.""",Do you think Emily is describing a normal event?,Susan,object_low,F,15,bicyclists,honked,Susan cut off  15 bicyclists.,short_filler,27549,cut off __,no,F,18
38,,cause_effect_prior,"""Some of the butterflies ate the seeds.""",Do you think Brandon is describing a normal event?,Charles,object_mid,M,15,butterflies,ate the seeds,Charles left seeds out for  15 butterflies.,Some,8087,left seeds out for __,yes,M,19
38,,cause_effect_prior,"""All of the limericks rhymed.""",Do you think Michael is describing a normal event?,Brian,object_high,M,15,limericks,rhymed,Brian wrote  15 limericks.,All,8824,wrote __,yes,M,20
38,they should have stopped working,cause_effect_prior,"""None of the bike lights ran out of batteries.""",Do you think Paul is describing a normal event?,Alexander,object_mid,M,15,bike lights,ran out of batteries,Alexander left  15 bike lights  on (and unplugged) all day.,None,19895,left __ on (and unplugged) all day,no,M,21
38,the computers shd have lit up,cause_effect_prior,"""None of the computers lit up.""",Do you think Jessica is describing a normal event?,Robert,object_mid,M,15,computers,lit up,Robert pressed the &quotecharon&quotechar button on  15 computers.,None,17142,pressed the &quotecharon&quotechar button on __,no,F,22
38,the crayons shd have melted in the sun,cause_effect_prior,"""None of the crayons melted.""",Do you think Janet is describing a normal event?,James,object_mid,M,15,crayons,melted,James left  15 crayons  in the hot sun.,None,15534,left __ in the hot sun,no,F,23
38,,cause_effect_prior,"""Some of the stickers stuck.""",Do you think Dennis is describing a normal event?,Nancy,object_high,F,15,stickers,stuck,Nancy glued  15 stickers  to a piece of paper.,Some,10086,glued __ to a piece of paper,yes,M,24
38,all the matches should have burnt,cause_effect_prior,"""Some of the matches burnt.""",Do you think Emma is describing a normal event?,Ashley,object_high,F,15,matches,burnt,Ashley threw  15 matches  into a fire.,Some,15397,threw __ into a fire,no,F,25
38,,cause_effect_prior,"""I love throwing stuff, too.""",Do you think Catherine is describing a normal event?,Carol,object_mid,F,15,pancakes,landed flat,Carol tossed  15 pancakes.,long_filler,10017,tossed __,yes,F,26
38,,cause_effect_prior,"""All of the CDs exploded.""",Do you think Kimberly is describing a normal event?,Emily,object_low,F,15,CDs,exploded,Emily heated up  15 CDs  in a microwave.,All,9588,heated up __ in a microwave,yes,F,27
38,why did only some pop?,cause_effect_prior,"""Some of the eggs popped.""",Do you think Frank is describing a normal event?,Steven,object_low,M,15,eggs,popped,Steven poked  15 eggs  with a pin.,Some,17689,poked __ with a pin,no,M,28
38,candles should not have exploded,cause_effect_prior,"""Some of the candles exploded.""",Do you think Melissa is describing a normal event?,Sharon,object_low,F,15,candles,exploded,Sharon lit  15 candles.,Some,20332,lit __,no,F,29
38,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Jennifer is describing a normal event?,Deborah,object_low,F,15,balloons,sank,Deborah threw  15 balloons  into a pool.,short_filler,11515,threw __ into a pool,yes,F,30
38,,cause_effect_prior,"""I should start growing those myself.""",Do you think Kevin is describing a normal event?,George,object_high,M,15,clovers,were green,George saw  15 clovers.,long_filler,9168,saw __,yes,M,31
38,the towers would have fell down unless they were glued,cause_effect_prior,"""None of the card towers fell down.""",Do you think Jacob is describing a normal event?,Sarah,object_high,F,15,card towers,fell down,Sarah punched  15 card towers.,None,27006,punched __,no,M,32
39,,cause_effect_prior,"""Some of the boxes broke.""",Do you think Donna is describing a normal event?,Joyce,object_mid,F,15,boxes,broke,Joyce ran  15 boxes  over with a car.,Some,11091,ran __ over with a car,yes,F,3
39,,cause_effect_prior,"""That&quotechars one way of spending your free time.""",Do you think Elizabeth is describing a normal event?,Justin,object_mid,M,15,balls of tin foil,exploded,Justin heated up  15 balls of tin foil  in a microwave.,long_filler,39105,heated up __ in a microwave,yes,F,4
39,It&quotechars not normal to spill nail polish on white tableclothes,cause_effect_prior,"""Pretty normal.""",Do you think Alexander is describing a normal event?,Julie,object_low,F,15,white tablecloths,got stained,Julie spilled red nail polish on  15 white tablecloths.,short_filler,70255,spilled red nail polish on __,no,M,5
39,,cause_effect_prior,"""Some people just love destruction.""",Do you think Paul is describing a normal event?,Shirley,object_high,F,15,card towers,fell down,Shirley punched  15 card towers.,long_filler,8272,punched __,yes,M,6
39,,cause_effect_prior,"""Some of the matches burnt.""",Do you think Melissa is describing a normal event?,Margaret,object_high,F,15,matches,burnt,Margaret threw  15 matches  into a fire.,Some,5335,threw __ into a fire,yes,F,7
39,,cause_effect_prior,"""Some of the backpacks blew away.""",Do you think Mary is describing a normal event?,Helen,object_low,F,15,backpacks,blew away,Helen left  15 backpacks  on a table on a windy day.,Some,28277,left __ on a table on a windy day,yes,F,8
39,,cause_effect_prior,"""Why not just take them inside?""",Do you think Betty is describing a normal event?,Jacob,object_mid,M,15,diamonds,reflected the sunlight,Jacob placed  15 diamonds  in the sun.,long_filler,12195,placed __ in the sun,yes,F,9
39,,cause_effect_prior,"""Some of the flashlights lit up.""",Do you think Rebecca is describing a normal event?,Kathleen,object_high,F,15,flashlights,lit up,Kathleen pressed the &quotecharon&quotechar button on  15 flashlights.,Some,5646,pressed the &quotecharon&quotechar button on __,yes,F,10
39,,cause_effect_prior,"""All of the birthday cards had the letter Z in them.""",Do you think Mark is describing a normal event?,Deborah,object_low,F,15,birthday cards,had the letter Z in them,Deborah wrote  15 birthday cards.,All,26580,wrote __,yes,M,11
39,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Susan is describing a normal event?,Brandon,object_high,M,15,laptops,ran out of batteries,Brandon left  15 laptops  on (and unplugged) all day.,short_filler,12349,left __ on (and unplugged) all day,yes,F,12
39,,cause_effect_prior,"""Some of the coins landed flat.""",Do you think Ryan is describing a normal event?,Gregory,object_high,M,15,coins,landed flat,Gregory tossed  15 coins.,Some,21371,tossed __,yes,M,13
39,If the wheelchairs are being pushed they would roll,cause_effect_prior,"""None of the wheelchairs rolled.""",Do you think Robert is describing a normal event?,David,object_high,M,15,wheelchairs,rolled,David pushed  15 wheelchairs.,None,24777,pushed __,no,M,14
39,,cause_effect_prior,"""Some of the cups sank.""",Do you think Jack is describing a normal event?,Ronald,object_mid,M,15,cups,sank,Ronald threw  15 cups  into a pool.,Some,5348,threw __ into a pool,yes,M,15
39,,cause_effect_prior,"""None of the carrots dissolved.""",Do you think Larry is describing a normal event?,Joshua,object_low,M,15,carrots,dissolved,Joshua put  15 carrots  in a bucket of water.,None,14878,put __ in a bucket of water,yes,M,16
39,,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Do you think Sarah is describing a normal event?,Jonathan,object_mid,M,15,cakes,stuck to the wall,Jonathan threw  15 cakes  against a wall.,Some,4274,threw __ against a wall,yes,F,17
39,,cause_effect_prior,"""None of the dogs ate the seeds.""",Do you think Raymond is describing a normal event?,Laura,object_low,F,15,dogs,ate the seeds,Laura left seeds out for  15 dogs.,None,5912,left seeds out for __,yes,M,18
39,,cause_effect_prior,"""None of the kids laughed.""",Do you think Nancy is describing a normal event?,Janet,object_high,F,15,kids,laughed,Janet told a joke to  15 kids.,None,4068,told a joke to __,yes,F,19
39,,cause_effect_prior,"""Nothing surprising there.""",Do you think Sharon is describing a normal event?,John,object_high,M,15,bubbles,popped,John poked  15 bubbles  with a pin.,short_filler,10937,poked __ with a pin,yes,F,20
39,candles don&quotechart explode,cause_effect_prior,"""All of the candles exploded.""",Do you think Karen is describing a normal event?,Sandra,object_low,F,15,candles,exploded,Sandra lit  15 candles.,All,16655,lit __,no,F,21
39,,cause_effect_prior,"""All of the phones flashed.""",Do you think Timothy is describing a normal event?,Christopher,object_mid,M,15,phones,flashed,Christopher took a picture with  15 phones.,All,5047,took a picture with __,yes,M,22
